Offence,Offence_OLD,Year,Outcome,Sentence,Department,Data_Source,Page
intercourse with girl under 16,unlawful sexual intercourse with a girl under 16,2010,PG,NCS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 16,unlawful sexual intercourse with a girl under 16,2010,PG,NCS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 16,unlawful sexual intercourse with a girl under 16,2010,PG,NCS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
administering drugs to obtain or facilitate unlawful sexual act,administering drugs to obtain or facilitate unlawful sexual act,2011,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
causing prostitution of woman / another person ,causing prostitution of woman / another person,2011,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
control over persons for purpose of unlawful sexual intercourse or prostitution,controlling another person for the purpose of prostitution,2011,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
control over persons for purpose of unlawful sexual intercourse or prostitution,controlling another person for the purpose of prostitution,2011,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
control over persons for purpose of unlawful sexual intercourse or prostitution,controlling another person for the purpose of prostitution,2011,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
incest by men,incest by men,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
incest by men,incest by men,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
incest by men,incest by men,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
incest by men,incest by men,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
incest by men,incest by men,2011,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent conduct towards child under 16,inciting to commit // committing an act of gross indecency //indecent conduct towards / with a child under the age of 16,2011,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent conduct towards child under 16,inciting to commit // committing an act of gross indecency //indecent conduct towards / with a child under the age of 16,2011,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent conduct towards child under 16,inciting to commit // committing an act of gross indecency //indecent conduct towards / with a child under the age of 16,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent conduct towards child under 16,inciting to commit // committing an act of gross indecency //indecent conduct towards / with a child under the age of 16,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent conduct towards child under 16,inciting to commit // committing an act of gross indecency //indecent conduct towards / with a child under the age of 16,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent conduct towards child under 16,inciting to commit // committing an act of gross indecency //indecent conduct towards / with a child under the age of 16,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent conduct towards child under 16,inciting to commit // committing an act of gross indecency //indecent conduct towards / with a child under the age of 16,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent conduct towards child under 16,inciting to commit // committing an act of gross indecency //indecent conduct towards / with a child under the age of 16,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent conduct towards child under 16,inciting to commit // committing an act of gross indecency //indecent conduct towards / with a child under the age of 16,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent conduct towards child under 16,inciting to commit // committing an act of gross indecency //indecent conduct towards / with a child under the age of 16,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent conduct towards child under 16,inciting to commit // committing an act of gross indecency //indecent conduct towards / with a child under the age of 16,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent conduct towards child under 16,inciting to commit // committing an act of gross indecency //indecent conduct towards / with a child under the age of 16,2011,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,FG,NCS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,FG,NCS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,FG,NCS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,FG,NCS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,PG,NCS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2011,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
living on earnings of prostitution of others,living on earnings of prostitution of others,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
living on earnings of prostitution of others,living on earnings of prostitution of others,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
living on earnings of prostitution of others,living on earnings of prostitution of others,2011,PG,NCS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
living on earnings of prostitution of others,living on earnings of prostitution of others,2011,PG,NCS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
non-consensual buggery,non-consensual buggery,2011,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
procurement by false pretences,procuring another person for an unlawful sexual act by false pretences,2011,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
procurement by false pretences,procuring another person for an unlawful sexual act by false pretences,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2011,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2011,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2011,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2011,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2011,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2011,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2011,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2011,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2011,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2011,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2011,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2011,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2011,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2011,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2011,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2011,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
